razao_social,nome,cnpj,text,cnae,situacao,fantasia,abertura,email,telefone,tipo,natureza_juridica,bairro,cep,uf
METALURGICA RIOSULENSE SA,METALURGICA RIOSULENSE SA,85.778.074/0001-06,Fabricação de peças e acessórios para o sistema motor de veículos automotores,29.41-7-00,ATIVA,RIOSULENSE,31/01/1966,fiscal@riosulense.com.br,(47) 3531-4041/ (47) 3531-4000,MATRIZ,204-6 - Sociedade Anônima Aberta,BARRA DO TROMBUDO,89.164-910,SC
METISA METALÚRGICA  TIMBOENSE SA,METISA METALURGICA TIMBOENSE S/A,86.375.425/0001-09,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",28.33-0-00,ATIVA,,22/01/1942,contab@metisa.com.br,(47) 3281-2214/ (47) 3281-2222,MATRIZ,204-6 - Sociedade Anônima Aberta,ZONA INDUSTRIAL,89.120-000,SC
POMIFRUTAS S/A – EM RECUPERAÇÃO JUDICIAL,POMI FRUTAS S/A,86.550.951/0001-50,Cultivo de maçã,01.33-4-07,ATIVA,,22/02/1967,poliana.tilp@pomifrutas.com.br,(49) 3256-2211/ (49) 3256-2213,MATRIZ,204-6 - Sociedade Anônima Aberta,FISCHER,89.580-000,SC
JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP,JOSAPAR JOAQUIM OLIVEIRA SA PARTICIPACOES,87.456.562/0001-22,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,,03/12/1973,juridico@josapar.com.br,(51) 3284-1000,MATRIZ,204-6 - Sociedade Anônima Aberta,AUXILIADORA,90.480-003,RS
COMPANHIIA HABITASUL DE PARTICIPAÇÕES,COMPANHIA HABITASUL DE PARTICIPACOES,87.762.563/0001-03,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,,08/10/1981,paulo.franco@habitasul.com.br,(51) 3220-3646,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,90.010-030,RS
FRAS-LE SA,FRAS-LE SA,88.610.126/0001-29,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,29.43-3-00,ATIVA,,01/08/1966,contatorandon@randon.com.br,(54) 3239-1000/ (54) 3239-2015,MATRIZ,204-6 - Sociedade Anônima Aberta,FORQUETA,95.115-550,RS
MUNDIAL S.A – PRODUTOS DE CONSUMO,MUNDIAL S.A. - PRODUTOS DE CONSUMO,88.610.191/0001-54,Fabricação de aviamentos para costura,32.99-0-05,ATIVA,,05/09/1917,adriene.trindade@mundial.com,(11) 3425-1500,MATRIZ,204-6 - Sociedade Anônima Aberta,PARAISO,04.103-000,SP
MARCOPOLO SA,MARCOPOLO SA,88.611.835/0001-29,Fabricação de carrocerias para ônibus,29.30-1-02,ATIVA,MARCOPOLO,08/08/1966,,,MATRIZ,204-6 - Sociedade Anônima Aberta,PLANALTO,95.086-200,RS
PETTENATI SA IND TEXTIL,PETTENATI SA INDUSTRIA TEXTIL,88.613.658/0001-10,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",14.12-6-01,ATIVA,,09/08/1966,pettenati@pettenati.com.br,(54) 3227-1000/ (54) 3227-7200,MATRIZ,204-6 - Sociedade Anônima Aberta,DISTRITO INDUSTRIAL,95.010-550,RS
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RANDON SA IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,"Fabricação de cabines, carrocerias e reboques para caminhões",29.30-1-01,ATIVA,RANDON CAXIAS,09/11/1976,contatorandon@randon.com.br,(54) 3239-2000/ (54) 3239-2015,MATRIZ,204-6 - Sociedade Anônima Aberta,INTERLAGOS,95.055-010,RS
SLC AGRICOLA SA,SLC AGRICOLA S.A.,89.096.457/0001-55,Atividades de apoio à agricultura não especificadas anteriormente,01.61-0-99,ATIVA,,03/06/1977,fiscal.federal@slcagricola.com.br,(51) 3230-7856/ (51) 3230-7799,MATRIZ,204-6 - Sociedade Anônima Aberta,SANTANA,90.620-010,RS
LUPATECH S/A – EM RECUPERAÇÃO JUDICIAL,LUPATECH S/A - EM RECUPERACAO JUDICIAL,89.463.822/0001-12,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",28.13-5-00,ATIVA,,29/03/1984,receitafederal@lupatech.com.br,(11) 3309-9000,MATRIZ,204-6 - Sociedade Anônima Aberta,DISTRITO INDUSTRIAL,13.380-001,SP
KLABIN S.A.,KLABIN S.A.,89.637.490/0001-45,Fabricação de celulose e outras pastas para a fabricação de papel,17.10-9-00,ATIVA,,06/12/1978,fiscalcorporativo@klabin.com.br,(11) 3046-9918/ (11) 3046-5800,MATRIZ,204-6 - Sociedade Anônima Aberta,ITAIM BIBI,04.538-132,SP
GRENDENE SA,GRENDENE S A,89.850.341/0001-60,Fabricação de calçados de material sintético,15.33-5-00,ATIVA,,26/03/1971,catia.ximendes@grendene.com.br,(54) 2109-9637/ (54) 2109-9637,MATRIZ,204-6 - Sociedade Anônima Aberta,EXPECTATIVA,62.040-125,CE
MINUPAR PARTICIPACOES SA,MINUPAR PARTICIPACOES SA,90.076.886/0001-40,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,MINUANO,04/09/1984,,,MATRIZ,204-6 - Sociedade Anônima Aberta,SAO CRISTOVAO,95.900-010,RS
BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"Bancos múltiplos, com carteira comercial",64.22-1-00,ATIVA,,12/08/1985,juridsocietario@santander.com.br,(11) 4004-3535,MATRIZ,204-6 - Sociedade Anônima Aberta,VILA OLIMPIA,04.543-011,SP
UNICASA INDÚSTRIA DE MÓVEIS S.A.,UNICASA INDUSTRIA DE MOVEIS S/A,90.441.460/0001-48,Fabricação de móveis com predominância de madeira,31.01-2-00,ATIVA,UNICASA,19/09/1985,contabilidade@unicasamoveis.com.br,(54) 3455-4444,MATRIZ,204-6 - Sociedade Anônima Aberta,SAO VENDELINO,95.707-540,RS
RECRUSUL SA,RECRUSUL S/A,91.333.666/0001-17,"Fabricação de cabines, carrocerias e reboques para caminhões",29.30-1-01,ATIVA,,06/07/1970,,,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,93.212-360,RS
STARA S.A. – INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,STARA S.A. - INDUSTRIA DE IMPLEMENTOS AGRICOLAS,91.495.499/0001-00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",28.33-0-00,ATIVA,STARA,14/09/1966,,,MATRIZ,204-6 - Sociedade Anônima Aberta,SEDE,99.470-000,RS
"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","FINANSINOS S/A - CREDITO, FINANCIAMENTO E INVESTIMENTO",91.669.747/0001-92,"Sociedades de crédito, financiamento e investimento - financeiras",64.36-1-00,ATIVA,,12/08/1966,finansinos@terra.com.br,,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,93.510-001,RS
KEPLER WEBER SA,KEPLER WEBER SA,91.983.056/0001-69,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,KEPLER WEBER SA,30/08/1966,silvana.silva@kepler.com.br,(11) 3138-1570,MATRIZ,204-6 - Sociedade Anônima Aberta,VILA OLIMPIA,04.552-000,SP
GRAZZIOTIN SA,GRAZZIOTIN S A,92.012.467/0001-70,Comércio varejista de artigos do vestuário e acessórios,47.81-4-00,ATIVA,,22/03/1982,,,MATRIZ,204-6 - Sociedade Anônima Aberta,SAO CRISTOVAO,99.001-970,RS
TREVISA  INVESTIMENTOS SA,TREVISA INVESTIMENTOS SA,92.660.570/0001-26,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,,02/08/1966,,(51) 2331-188 / (51) 2331-100,MATRIZ,204-6 - Sociedade Anônima Aberta,MENINO DEUS,90.810-240,RS
DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",47.71-7-01,ATIVA,PANVEL FARMACIAS,29/03/1976,,(51) 3218-9036/ (51) 3218-9031,MATRIZ,204-6 - Sociedade Anônima Aberta,INDUSTRIAL,92.990-000,RS
METALURGICA GERDAU SA,METALURGICA GERDAU SOCIEDADE ANONIMA,92.690.783/0001-09,"Outras sociedades de participação, exceto holdings",64.63-8-00,ATIVA,,24/06/1969,cadastrosocietario@gerdau.com.br,(11) 3094-6100 / (051) 3232-000,MATRIZ,204-6 - Sociedade Anônima Aberta,PINHEIROS,05.425-070,SP
PANATLANTICA SA,PANATLANTICA S.A.,92.693.019/0001-89,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",24.24-5-02,ATIVA,PANATLANTICA,18/10/1967,rudi@panatlantica.com.br,(51) 3489-7777,MATRIZ,204-6 - Sociedade Anônima Aberta,DISTRITO INDUSTRIAL,94.045-405,RS
BANCO DO ESTADO DO RIO GRANDE DO SUL SA,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,92.702.067/0001-96,"Bancos múltiplos, com carteira comercial",64.22-1-00,ATIVA,BANRISUL,12/08/1969,secretaria_dg@banrisul.com.br,(51) 3215-2924/ (51) 3215-2691,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,90.010-040,RS
CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA,COMPANHIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA - CEEE-GT,92.715.812/0001-31,Geração de energia elétrica,35.11-5-01,ATIVA,CEEE GERACAO E TRANSMISSAO,13/09/1966,dct@ceee.com.br,(51) 3382-4332,MATRIZ,203-8 - Sociedade de Economia Mista,JARDIM CARVALHO,91.410-400,RS
HERCULES S/A – FABRICA DE TALHERES,HERCULES SA FABRICA DE TALHERES,92.749.225/0001-63,Fabricação de artigos de cutelaria,25.41-1-00,ATIVA,,02/08/1966,adriene.trindade@mundial.com,(11) 3524-1500,MATRIZ,204-6 - Sociedade Anônima Aberta,PARAISO,04.103-000,SP
LOJAS RENNER SA,LOJAS RENNER S.A.,92.754.738/0001-62,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",47.13-0-04,ATIVA,RENNER,10/08/1966,csc.nucleodedocumentacao@lojasrenner.com.br,(51) 2121-7000/ (51) 2121-7307,MATRIZ,204-6 - Sociedade Anônima Aberta,JARDIM DO SALSO,91.410-400,RS
TAURUS ARMAS S.A.,TAURUS ARMAS S.A.,92.781.335/0001-02,"Fabricação de armas de fogo, outras armas e munições",25.50-1-02,ATIVA,,11/08/1966,fiscal@taurus.com.br,(51) 3021-3000,MATRIZ,204-6 - Sociedade Anônima Aberta,FAZENDA SAO BORJA,93.035-411,RS
CELULOSE IRANI SA,IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,Fabricação de celulose e outras pastas para a fabricação de papel,17.10-9-00,ATIVA,IRANI,03/12/1968,evandrozabott@irani.com.br,(49) 3527-5100,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,90.010-030,RS
SPRINGER SA,SPRINGER S.A.,92.929.520/0001-00,Fabricação de material elétrico para instalações em circuito de consumo,27.32-5-00,ATIVA,,29/07/1969,manuelvaranda@terra.com.br,(11) 4613-8232 / (11) 4613-8231,MATRIZ,204-6 - Sociedade Anônima Aberta,JARDIM DA GLORIA,06.711-280,SP
CEMEPE INVESTIMENTOS SA,CEMEPE INVESTIMENTOS SA,93.828.986/0001-73,Holdings de instituições não-financeiras,64.62-0-00,ATIVA,,19/03/1991,,(21) 3206-6000 / (32) 3206-6023 / (21) 3206-6026,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,20.060-070,RJ
EXCELSIOR ALIMENTOS SA.,EXCELSIOR ALIMENTOS SA.,95.426.862/0001-97,Fabricação de produtos de carne,10.13-9-01,ATIVA,,05/09/1966,fiscal@excelsior.ind.br,(51) 2106-8800/ (51) 5106-8869,MATRIZ,204-6 - Sociedade Anônima Aberta,ARROIO GRANDE,96.830-504,RS
CONSERVAS ODERICH SA,CONSERVAS ODERICH SA,97.191.902/0001-94,Fabricação de produtos de carne,10.13-9-01,ATIVA,ODERICH,20/08/1966,leonar@oderich.com.br,(51) 3635-1609/ (51) 2143-1135,MATRIZ,204-6 - Sociedade Anônima Aberta,CENTRO,95.760-000,RS
DURATEX S.A.,DURATEX S.A.,97.837.181/0001-47,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",16.21-8-00,ATIVA,,28/09/1966,fiscal@duratex.com.br,(11) 3179-7733,MATRIZ,204-6 - Sociedade Anônima Aberta,BELA VISTA,01.310-942,SP
